date,home_team,away_team,neutral,tournament,t_weight,elo_home,elo_away,elo_diff,elo_win_prob_h,elo_win_prob_a,diff_pts5,diff_pts10,diff_wpts5,diff_gf5,diff_ga5,h2h_wwin_rate_a,h2h_wwin_rate_b,h2h_wdraw_rate,h2h_gf_a,h2h_ga_a,h2h_n_matches,h_world_ranking,h_participations,h_elo_rating,h_elo_rank_wc,h_ea_overall,h_ea_attack,h_ea_midfield,h_ea_defense,h_ea_atk_def_ratio,h_ea_balance,h_squad_value_m,h_log_squad_value,h_rank_score,h_wc_exp,a_world_ranking,a_participations,a_elo_rating,a_elo_rank_wc,a_ea_overall,a_ea_attack,a_ea_midfield,a_ea_defense,a_ea_atk_def_ratio,a_ea_balance,a_squad_value_m,a_log_squad_value,a_rank_score,a_wc_exp,diff_ea_overall,diff_ea_attack,diff_ea_midfield,diff_ea_defense,diff_squad_value_m,diff_rank_score,diff_wc_exp,a_gf5,a_ga5,a_pts5,a_wpts5,a_gf10,a_ga10,a_pts10,a_wpts10,h_gf5,h_ga5,h_pts5,h_wpts5,h_gf10,h_ga10,h_pts10,h_wpts10,outcome,home_goals,away_goals,goal_diff,total_goals
2024-07-01,France,Belgium,True,UEFA Euro,0.85,2054.1,1909.6,144.5,0.6967372688800074,0.3032627311199926,-0.10000000000000009,0.1499999999999999,0.0566528066528067,-0.8000000000000003,-0.3999999999999999,0.7066747563714353,0.2933252436285647,0.14666262181428236,1.806749901596689,0.5247730731049075,5,1,16,1877.32,1,84.99,86.44,82.82,84.39,1.024291977722479,1.815296119094625,1280,7.155396301896734,1.0,2.833213344056216,9,13,1734.71,9,82.71,82.46,84.06,79.53,1.0368414434804476,2.2973100211624318,600,6.398594934535208,0.1111111111111111,2.6390573296152584,2.280000000000001,3.980000000000004,-1.240000000000009,4.859999999999999,680,0.8888888888888888,0.19415601444095776,2.2,1.2,0.8,0.7702702702702702,1.3,1.1,0.55,0.5649350649350651,1.4,0.8,0.7,0.8269230769230769,1.9,1.0,0.7,0.8148148148148149,H,1,0,1,1
2024-07-01,United States,Uruguay,False,Copa América,0.85,1749.4,1938.0,-188.5999999999999,0.37518822802477003,0.62481177197523,-0.19999999999999996,0.050000000000000044,-0.2063492063492064,-0.40000000000000013,1.0,0.4849548465557544,0.4253108453434241,0.24437527090331165,2.374688213810368,0.8366515963434172,4,16,11,1675.7,15,,,,,,,250,5.5254529391317835,0.0625,2.4849066497880004,17,14,1673.07,16,82.26,82.38,83.75,80.54,1.0228457909113482,1.6107244746800498,270,5.602118820879701,0.058823529411764705,2.70805020110221,,,,,-20,0.003676470588235295,-0.2231435513142097,2.2,0.8,0.7,0.7777777777777778,1.7,1.0,0.6,0.5902777777777778,1.8,1.8,0.5,0.5714285714285714,2.0,1.2,0.65,0.6941176470588236,A,0,1,-1,1
2024-07-02,Austria,Turkey,True,UEFA Euro,0.85,1837.0,1813.2,23.799999999999955,0.5341974792996864,0.4658025207003136,0.09999999999999998,0.04999999999999999,-0.1538461538461538,0.8000000000000003,-1.8,0.49466587312018173,0.5053341268798182,0.18369586195475257,3.3994382734419593,1.520112345311608,2,24,7,1593.45,22,78.91,78.39,79.48,78.32,1.0008937691521962,0.6504613747179809,195,5.278114659230517,0.041666666666666664,2.0794415416798357,22,2,1599.04,20,80.6,73.08,82.57,79.88,0.9148723084626941,4.891083724492965,460,6.133398042996649,0.045454545454545456,1.0986122886681098,-1.6899999999999977,5.310000000000002,-3.089999999999989,-1.5600000000000023,-265,-0.0037878787878787915,0.980829253011726,1.4,3.0,0.4,0.44230769230769224,1.3,2.3,0.45,0.37190082644628103,2.2,1.2,0.5,0.28846153846153844,1.8,1.3,0.5,0.4389312977099237,A,1,2,-1,3
2024-07-02,Brazil,Colombia,True,Copa América,0.85,1988.6,1956.0,32.59999999999991,0.5467779719459286,0.4532220280540714,-0.4,-0.55,-0.5909090909090909,-0.7999999999999998,0.5999999999999999,0.47936939918012095,0.3517379341472963,0.30303248456195764,1.3122706035539813,1.0368708443188364,7,6,22,1761.16,6,85.24,85.72,84.39,84.78,1.0110875206416607,0.6836909633257792,1000,6.90875477931522,0.16666666666666666,3.1354942159291497,13,6,1693.09,12,79.68,82.37,79.35,78.43,1.0502358791278847,2.0611647192788847,380,5.942799375126701,0.07692307692307693,1.9459101490553132,5.559999999999988,3.3499999999999943,5.040000000000006,6.349999999999994,620,0.08974358974358973,1.1895840668738364,2.4,0.8,1.0,1.0,1.9,0.7,0.9,0.8275862068965517,1.6,1.4,0.6,0.40909090909090906,1.3,1.8,0.35,0.24137931034482757,D,1,1,0,2
2024-07-04,Argentina,Ecuador,True,Copa América,0.85,2031.9,1775.6,256.3000000000002,0.8138739544327686,0.18612604556723145,0.30000000000000004,0.39999999999999997,0.2674418604651162,0.0,-0.4,0.49100944282620096,0.3718481423672996,0.2581657428123545,1.1054746234136885,0.5601759349441328,8,3,18,1874.81,3,84.24,84.97,83.57,83.76,1.0144460362941738,0.7594076639065482,570,6.3473892096560105,0.3333333333333333,2.9444389791664403,23,4,1596.48,21,79.42,73.4,81.21,78.83,0.9311175948243056,4.003028020553102,220,5.3981627015177525,0.043478260869565216,1.6094379124341003,4.819999999999993,11.569999999999993,2.3599999999999994,4.930000000000007,350,0.28985507246376807,1.33500106673234,0.8,0.8,0.5,0.5000000000000001,0.9,1.0,0.45,0.4791666666666667,0.8,0.4,0.8,0.7674418604651163,2.1,0.5,0.85,0.7916666666666666,D,1,1,0,2
2024-07-05,Portugal,France,True,UEFA Euro,0.85,2026.4,2069.3,-42.90000000000009,0.4385737955628575,0.5614262044371425,0.20000000000000007,0.04999999999999993,0.24130036630036633,2.2,0.4,0.360087188488819,0.40558374905204325,0.4143726567035472,0.38990068917956894,0.5524896618112443,4,5,8,1763.83,5,83.74,82.45,86.12,82.24,1.0025535019455254,2.182025053323941,850,6.7464121285733745,0.2,2.1972245773362196,1,16,1877.32,1,84.99,86.44,82.82,84.39,1.024291977722479,1.815296119094625,1280,7.155396301896734,1.0,2.833213344056216,-1.25,-3.989999999999995,3.3000000000000114,-2.1500000000000057,-430,-0.8,-0.6359887667199966,1.0,0.6,0.6,0.6634615384615384,1.7,0.9,0.65,0.7462121212121212,3.2,1.0,0.8,0.9047619047619048,2.8,1.1,0.7,0.7177914110429447,D,0,0,0,0
2024-07-05,Germany,Spain,False,UEFA Euro,0.85,1843.1,1969.7,-126.60000000000014,0.4617941425677139,0.5382058574322861,0.0,0.050000000000000044,-0.026016260162601612,1.0000000000000002,0.5999999999999999,0.34342522268262676,0.5161855759343266,0.31210181272435994,0.8610938684703567,2.1073109350397194,5,10,20,1731.3,10,83.78,84.42,84.51,82.18,1.0272572402044293,1.3200126262022376,850,6.7464121285733745,0.1,3.044522437723423,2,16,1876.4,2,84.31,84.06,85.96,81.55,1.030778663396689,2.2120201927951126,920,6.825460036255307,0.5,2.833213344056216,-0.5300000000000011,0.35999999999999943,-1.4499999999999886,0.6300000000000097,-70,-0.4,0.21130909366720685,1.2,0.8,0.6,0.7333333333333334,1.1,0.9,0.5,0.525974025974026,2.2,1.4,0.6,0.7073170731707318,1.9,1.7,0.55,0.6197183098591549,A,1,2,-1,3
2024-07-06,England,Switzerland,True,UEFA Euro,0.85,1939.3,1826.7,112.59999999999991,0.656599694946931,0.34340030505306895,0.3,0.19999999999999996,0.17424242424242423,0.7999999999999999,-1.0000000000000002,0.46260127214860264,0.3683692976713309,0.3532140790157319,1.1509594836187365,0.7930187721805201,4,4,16,1825.97,4,84.06,85.32,85.54,81.18,1.0509977827050996,2.456203031781639,1300,7.170888478512505,0.25,2.833213344056216,19,12,1650.75,18,79.03,79.12,77.93,79.65,0.9933458882611425,0.8808518604169482,280,5.638354669333745,0.05263157894736842,2.5649493574615367,5.030000000000001,6.199999999999989,7.609999999999999,1.5300000000000011,1020,0.19736842105263158,0.2682639865946794,0.6,2.2,0.2,0.16666666666666666,0.8,1.8,0.4,0.3848920863309352,1.4,1.2,0.5,0.3409090909090909,2.0,1.2,0.6,0.5984848484848485,D,1,1,0,2
2024-07-06,Netherlands,Turkey,True,UEFA Euro,0.85,1892.3,1839.9,52.399999999999864,0.5748430487867554,0.4251569512132446,-0.09999999999999998,0.0,-0.24068986568986572,0.6000000000000001,-1.5999999999999999,0.574176296019367,0.42582370398063285,0.18666876836216886,2.9505993298363133,1.6215673440133564,3,7,10,1757.87,7,83.2,80.93,83.63,84.01,0.963337697893108,1.6793252613276926,720,6.580639137284949,0.14285714285714285,2.3978952727983707,22,2,1599.04,20,80.6,73.08,82.57,79.88,0.9148723084626941,4.891083724492965,460,6.133398042996649,0.045454545454545456,1.0986122886681098,2.6000000000000085,7.8500000000000085,1.0600000000000023,4.13000000000001,260,0.0974025974025974,1.2992829841302609,1.4,2.4,0.6,0.6349206349206349,1.4,2.3,0.5,0.44067796610169496,2.0,0.8,0.5,0.39423076923076916,1.9,1.5,0.5,0.49300699300699297,H,2,1,1,3
2024-07-06,Uruguay,Brazil,True,Copa América,0.85,1956.7,1986.2,-29.5,0.45764781554730305,0.542352184452697,0.0,0.29999999999999993,0.05938494167550368,0.0,-0.7999999999999999,0.3763303763029415,0.3933071535448259,0.37471458895256066,0.8160399097644911,0.9625199960655055,6,17,14,1673.07,16,82.26,82.38,83.75,80.54,1.0228457909113482,1.6107244746800498,270,5.602118820879701,0.058823529411764705,2.70805020110221,6,22,1761.16,6,85.24,85.72,84.39,84.78,1.0110875206416607,0.6836909633257792,1000,6.90875477931522,0.16666666666666666,3.1354942159291497,-2.9799999999999898,-3.3400000000000034,-0.6400000000000006,-4.239999999999995,-730,-0.10784313725490195,-0.4274440148269396,2.4,1.4,0.8,0.853658536585366,1.6,1.8,0.4,0.3097345132743363,2.4,0.6,0.8,0.9130434782608696,2.0,0.9,0.7,0.7234042553191489,D,0,0,0,0
2024-07-06,Colombia,Panama,True,Copa América,0.85,1958.4,1575.8,382.60000000000014,0.9004668540240793,0.09953314597592067,0.8,0.65,0.8035714285714286,1.7999999999999998,-1.0,0.5932404259632634,0.4067595740367366,0.2033797870183683,4.643345172742548,0.0,2,13,6,1693.09,12,79.68,82.37,79.35,78.43,1.0502358791278847,2.0611647192788847,380,5.942799375126701,0.07692307692307693,1.9459101490553132,33,1,1540.64,29,71.68,71.04,71.68,72.16,0.984478935698448,0.5619015334854749,55,4.02535169073515,0.030303030303030304,0.6931471805599453,8.0,11.329999999999998,7.6699999999999875,6.27000000000001,325,0.046620046620046623,1.252762968495368,0.6,1.8,0.2,0.19642857142857142,0.8,1.5,0.25,0.25943396226415094,2.4,0.8,1.0,1.0,1.9,0.7,0.9,0.84251968503937,H,5,0,5,5
2024-07-09,Spain,France,True,UEFA Euro,0.85,1992.8,2066.2,-73.39999999999986,0.39591284994371784,0.6040871500562821,0.09999999999999998,-0.09999999999999998,0.13492063492063489,1.4,0.4,0.6164145419627763,0.3835854580372237,0.1645321010805268,3.271638735859285,2.5905962425106384,3,2,16,1876.4,2,84.31,84.06,85.96,81.55,1.030778663396689,2.2120201927951126,920,6.825460036255307,0.5,2.833213344056216,1,16,1877.32,1,84.99,86.44,82.82,84.39,1.024291977722479,1.815296119094625,1280,7.155396301896734,1.0,2.833213344056216,-0.6799999999999926,-2.3799999999999955,3.1400000000000006,-2.8400000000000034,-360,-0.5,0.0,0.4,0.4,0.6,0.7222222222222222,1.6,0.9,0.65,0.7403100775193798,1.8,0.8,0.7,0.8571428571428571,1.3,0.8,0.55,0.5827814569536424,H,2,1,1,3
2024-07-09,Argentina,Canada,True,Copa América,0.85,2016.2,1694.2,322.0,0.8645470054113045,0.13545299458869553,0.6000000000000001,0.55,0.5465361445783133,0.4,-2.0,0.6362856888594811,0.3637143111405189,0.18185715557025944,2.0,0.0,2,3,18,1874.81,3,84.24,84.97,83.57,83.76,1.0144460362941738,0.7594076639065482,570,6.3473892096560105,0.3333333333333333,2.9444389791664403,30,2,1556.48,27,78.82,80.96,76.66,78.52,1.031074885379521,2.1565095254446076,200,5.303304908059076,0.03333333333333333,1.0986122886681098,5.420000000000002,4.010000000000005,6.909999999999997,5.240000000000009,370,0.3,1.8458266904983305,0.6,2.4,0.2,0.21250000000000002,0.9,1.9,0.3,0.25,1.0,0.4,0.8,0.7590361445783134,2.0,0.5,0.85,0.7872340425531915,H,2,0,2,2
2024-07-10,Netherlands,England,True,UEFA Euro,0.85,1913.6,1931.4,-17.800000000000182,0.4744061296054037,0.5255938703945964,-0.19999999999999996,-0.25,-0.3057692307692309,0.40000000000000013,0.19999999999999996,0.4298604071648821,0.5701395928351178,0.19864953434886284,1.2066052346699911,1.7310301149373322,3,7,10,1757.87,7,83.2,80.93,83.63,84.01,0.963337697893108,1.6793252613276926,720,6.580639137284949,0.14285714285714285,2.3978952727983707,4,16,1825.97,4,84.06,85.32,85.54,81.18,1.0509977827050996,2.456203031781639,1300,7.170888478512505,0.25,2.833213344056216,-0.8599999999999994,-4.389999999999986,-1.9100000000000108,2.8299999999999983,-580,-0.10714285714285715,-0.4353180712578455,1.8,0.8,0.7,0.7000000000000001,2.2,1.1,0.65,0.6290322580645162,2.2,1.0,0.5,0.39423076923076916,1.9,1.8,0.4,0.36071428571428577,A,1,2,-1,3
2024-07-10,Uruguay,Colombia,True,Copa América,0.85,1958.9,1968.3,-9.399999999999864,0.4864756123380573,0.5135243876619426,-0.09999999999999998,-0.15000000000000002,0.07255244755244761,-0.19999999999999973,-0.4,0.4362144022899572,0.3887742576464622,0.3160822300408531,1.4522853729453333,1.1799107006208922,6,17,14,1673.07,16,82.26,82.38,83.75,80.54,1.0228457909113482,1.6107244746800498,270,5.602118820879701,0.058823529411764705,2.70805020110221,13,6,1693.09,12,79.68,82.37,79.35,78.43,1.0502358791278847,2.0611647192788847,380,5.942799375126701,0.07692307692307693,1.9459101490553132,2.5799999999999983,0.009999999999990905,4.400000000000006,2.1099999999999994,-110,-0.018099547511312222,0.7621400520468968,2.4,1.0,0.9,0.8365384615384615,1.9,0.8,0.85,0.7934782608695652,2.2,0.6,0.8,0.9090909090909091,1.9,0.9,0.7,0.717391304347826,A,0,1,-1,1
2024-07-13,Canada,Uruguay,True,Copa América,0.85,1684.0,1934.5,-250.5,0.19123676937029385,0.8087632306297061,-0.49999999999999994,-0.39999999999999997,-0.5850586611456177,-1.2000000000000002,1.7999999999999998,0.38460009705105747,0.46968578951222606,0.33801416196224515,1.2626883533965028,2.0,2,30,2,1556.48,27,78.82,80.96,76.66,78.52,1.031074885379521,2.1565095254446076,200,5.303304908059076,0.03333333333333333,1.0986122886681098,17,14,1673.07,16,82.26,82.38,83.75,80.54,1.0228457909113482,1.6107244746800498,270,5.602118820879701,0.058823529411764705,2.70805020110221,-3.440000000000012,-1.4200000000000017,-7.090000000000003,-2.0200000000000102,-70,-0.025490196078431372,-1.6094379124341003,1.8,0.6,0.7,0.7698412698412698,1.8,0.8,0.7,0.7013422818791947,0.6,2.4,0.2,0.18478260869565216,0.9,2.0,0.3,0.25630252100840334,D,2,2,0,4
2024-07-14,Spain,England,True,UEFA Euro,0.85,2023.0,1955.1,67.90000000000009,0.5964906289575986,0.40350937104240137,0.09999999999999998,0.0,0.28397212543554007,0.40000000000000013,0.19999999999999996,0.5750591373459206,0.4249408626540794,0.19901201822431303,2.0,1.2639526538221235,3,2,16,1876.4,2,84.31,84.06,85.96,81.55,1.030778663396689,2.2120201927951126,920,6.825460036255307,0.5,2.833213344056216,4,16,1825.97,4,84.06,85.32,85.54,81.18,1.0509977827050996,2.456203031781639,1300,7.170888478512505,0.25,2.833213344056216,0.25,-1.259999999999991,0.4199999999999875,0.36999999999999034,-380,0.25,0.0,1.4,0.8,0.6,0.5731707317073171,2.0,0.9,0.65,0.6259842519685039,1.8,1.0,0.7,0.8571428571428572,1.4,0.7,0.65,0.7094594594594594,H,2,1,1,3
2024-07-14,Argentina,Colombia,True,Copa América,0.85,2026.3,1992.6,33.700000000000045,0.5483466735156153,0.4516533264843847,-0.20000000000000007,0.0,-0.22132936507936518,-1.7999999999999998,0.0,0.3995163608859277,0.37881711702788384,0.3496237643278885,1.00068848731219,1.0015699244973322,8,3,18,1874.81,3,84.24,84.97,83.57,83.76,1.0144460362941738,0.7594076639065482,570,6.3473892096560105,0.3333333333333333,2.9444389791664403,13,6,1693.09,12,79.68,82.37,79.35,78.43,1.0502358791278847,2.0611647192788847,380,5.942799375126701,0.07692307692307693,1.9459101490553132,4.559999999999988,2.5999999999999943,4.219999999999999,5.329999999999998,190,0.2564102564102564,0.998528830111127,2.8,0.6,0.9,0.8650793650793651,2.2,0.8,0.85,0.8087248322147651,1.0,0.6,0.7,0.6437499999999999,1.8,0.3,0.85,0.7934782608695652,H,1,0,1,1
2024-09-05,Portugal,Croatia,False,UEFA Nations League,0.7,2029.4,1906.5,122.90000000000009,0.7829796440775378,0.21702035592246216,0.20000000000000007,0.04999999999999993,0.4229437229437229,2.0,0.19999999999999996,0.46961271652440323,0.39128636136944894,0.28210080752260014,1.6730627923106929,1.3306338753532294,6,5,8,1763.83,5,83.74,82.45,86.12,82.24,1.0025535019455254,2.182025053323941,850,6.7464121285733745,0.2,2.1972245773362196,11,6,1717.07,11,80.81,78.83,81.31,81.29,0.9697379751506949,1.4260902262246042,340,5.831882477283517,0.09090909090909091,1.9459101490553132,2.9299999999999926,3.6200000000000045,4.810000000000002,0.9499999999999886,510,0.1090909090909091,0.25131442828090633,1.2,0.8,0.6,0.48181818181818187,1.5,1.1,0.65,0.5993150684931506,3.2,1.0,0.8,0.9047619047619048,2.8,0.9,0.7,0.7125,H,2,1,1,3
2024-09-06,Uruguay,Paraguay,False,FIFA World Cup qualification,1.0,1919.1,1673.4,245.69999999999982,0.8797441073128176,0.1202558926871824,0.49999999999999994,0.19999999999999996,0.5684488836662749,1.2000000000000002,-0.7999999999999999,0.39513644359646793,0.4432294221694167,0.3098113513590455,0.2425341523709063,0.7212285098304706,5,17,14,1673.07,16,82.26,82.38,83.75,80.54,1.0228457909113482,1.6107244746800498,270,5.602118820879701,0.058823529411764705,2.70805020110221,40,8,1503.5,32,74.7,74.93,75.23,74.05,1.011883862255233,0.6132971003790402,100,4.61512051684126,0.025,2.1972245773362196,7.560000000000002,7.449999999999989,8.519999999999996,6.490000000000009,170,0.033823529411764704,0.5108256237659905,0.4,1.2,0.2,0.08695652173913043,0.9,1.3,0.4,0.336283185840708,1.6,0.4,0.7,0.6554054054054054,1.6,0.8,0.6,0.6156250000000001,D,0,0,0,0
2024-09-06,Brazil,Ecuador,False,FIFA World Cup qualification,1.0,1984.1,1791.3,192.79999999999995,0.8436304316467635,0.15636956835323645,0.29999999999999993,0.0,0.2572984244670991,2.0,1.0,0.4580251896841232,0.29635464835742453,0.39379748613716453,0.7479110494205677,0.24244370698735074,5,6,22,1761.16,6,85.24,85.72,84.39,84.78,1.0110875206416607,0.6836909633257792,1000,6.90875477931522,0.16666666666666666,3.1354942159291497,23,4,1596.48,21,79.42,73.4,81.21,78.83,0.9311175948243056,4.003028020553102,220,5.3981627015177525,0.043478260869565216,1.6094379124341003,5.819999999999993,12.319999999999993,3.180000000000007,5.950000000000003,780,0.12318840579710144,1.5260563034950494,0.4,0.6,0.4,0.46385542168674704,0.9,1.0,0.45,0.4806451612903226,2.4,1.6,0.7,0.7211538461538461,1.6,1.7,0.45,0.35080645161290325,H,1,0,1,1
2024-09-06,Egypt,Cape Verde,False,African Cup of Nations qualification,0.85,1652.4,1564.6,87.80000000000018,0.7466952261230984,0.25330477387690165,0.19999999999999996,0.16666666666666669,0.020104895104894993,0.3999999999999999,-0.8,0.37613534207597543,0.2693646809551214,0.4891823174464638,1.6548818295252616,0.9604695758230576,4,29,3,1565.56,25,80.93,86.04,70.5,73.27,1.174286884127201,8.288922326414538,115,4.7535901911063645,0.034482758620689655,1.3862943611198906,69,0,1366.0,44,71.83,71.91,72.04,71.65,1.0036287508722959,0.19857828011475231,30,3.4339872044851463,0.014492753623188406,0.0,9.100000000000009,14.13000000000001,-1.5400000000000063,1.6199999999999903,85,0.019990004997501247,1.3862943611198906,1.0,2.0,0.4,0.5480769230769231,0.8888888888888888,1.8888888888888888,0.3333333333333333,0.39655172413793105,1.4,1.2,0.6,0.5681818181818181,1.2,1.5,0.5,0.5120967741935484,H,3,0,3,3
2024-09-07,Netherlands,Bosnia and Herzegovina,False,UEFA Nations League,0.7,1889.8,1676.6,213.20000000000005,0.8585045146069898,0.14149548539301016,0.4,0.25,0.375,1.6,-1.0000000000000002,0.4965881192814194,0.32602538288946675,0.34039918927384727,2.6086800979225813,1.256582089146477,4,7,10,1757.87,7,83.2,80.93,83.63,84.01,0.963337697893108,1.6793252613276926,720,6.580639137284949,0.14285714285714285,2.3978952727983707,65,1,1385.0,43,,,,,,,70,4.2626798770413155,0.015384615384615385,0.6931471805599453,,,,,650,0.12747252747252746,1.7047480922384253,0.2,2.2,0.1,0.125,0.2,1.7,0.15,0.17910447761194032,1.8,1.2,0.5,0.5,1.8,1.8,0.4,0.3467153284671533,H,5,2,3,7
2024-09-07,United States,Canada,False,Friendly,0.3,1730.6,1699.5,31.09999999999991,0.6801959087323475,0.3198040912676525,0.4,0.25000000000000006,0.3770903010033444,1.6,-0.7999999999999998,0.3715113439277806,0.5210223834983208,0.2294282819824697,1.2678214187781534,1.469673454936615,9,16,11,1675.7,15,,,,,,,250,5.5254529391317835,0.0625,2.4849066497880004,30,2,1556.48,27,78.82,80.96,76.66,78.52,1.031074885379521,2.1565095254446076,200,5.303304908059076,0.03333333333333333,1.0986122886681098,,,,,50,0.029166666666666667,1.3862943611198906,0.2,2.4,0.1,0.05769230769230769,0.8,1.8,0.3,0.2629310344827587,1.8,1.6,0.5,0.4347826086956521,1.8,1.4,0.55,0.5274725274725275,A,1,2,-1,3
2024-09-07,Mexico,New Zealand,True,Friendly,0.3,1718.6,1422.1,296.5,0.8464196248093684,0.1535803751906316,0.1,0.2833333333333333,0.19166666666666668,0.9999999999999999,0.3999999999999999,0.5827605486971148,0.4172394513028852,0.2086197256514426,3.0,0.0,1,15,17,1684.13,14,77.71,79.23,77.3,75.4,1.0507957559681698,1.9150195821453098,230,5.442417710521793,0.06666666666666667,2.8903717578961645,85,2,1281.0,48,71.79,75.19,70.01,71.34,1.0539669189795347,2.690223039080585,9,2.302585092994046,0.011764705882352941,1.0986122886681098,5.9199999999999875,4.040000000000006,7.289999999999992,4.060000000000002,221,0.054901960784313725,1.7917594692280547,0.4,2.0,0.1,0.08333333333333334,0.5555555555555556,1.7777777777777777,0.16666666666666666,0.15,1.4,2.4,0.2,0.275,1.7,1.9,0.45,0.49333333333333335,H,3,0,3,3
2024-09-08,Portugal,Scotland,False,UEFA Nations League,0.7,2040.3,1683.2,357.0999999999999,0.93284772119988,0.06715227880011998,0.6,0.35000000000000003,0.6349206349206349,1.2000000000000002,-2.6,0.5096245285075496,0.34796113473702095,0.31639490412394,1.140625237933964,0.5316515401864588,3,5,8,1763.83,5,83.74,82.45,86.12,82.24,1.0025535019455254,2.182025053323941,850,6.7464121285733745,0.2,2.1972245773362196,43,7,1499.92,34,77.5,73.76,79.29,77.16,0.9559357179885952,2.7891994072373767,135,4.912654885736052,0.023255813953488372,2.0794415416798357,6.239999999999995,8.689999999999998,6.829999999999998,5.079999999999998,715,0.17674418604651165,0.11778303565638382,1.0,3.6,0.1,0.1349206349206349,1.3,2.6,0.3,0.3956521739130435,2.2,1.0,0.7,0.7698412698412698,2.6,0.9,0.65,0.6528662420382166,H,2,1,1,3
2024-09-08,Switzerland,Spain,False,UEFA Nations League,0.7,1834.5,2043.2,-208.70000000000005,0.34847994453742276,0.6515200554625773,-0.39999999999999997,-0.24999999999999994,-0.6071428571428572,-1.2,0.8,0.32964572577711,0.5786596313455927,0.22671930076496968,1.1859465471253519,2.193662499498587,8,19,12,1650.75,18,79.03,79.12,77.93,79.65,0.9933458882611425,0.8808518604169482,280,5.638354669333745,0.05263157894736842,2.5649493574615367,2,16,1876.4,2,84.31,84.06,85.96,81.55,1.030778663396689,2.2120201927951126,920,6.825460036255307,0.5,2.833213344056216,-5.280000000000001,-4.939999999999998,-8.029999999999987,-1.8999999999999915,-640,-0.4473684210526316,-0.2682639865946794,2.0,1.2,0.7,0.8571428571428572,1.6,0.8,0.7,0.7724137931034484,0.8,2.0,0.3,0.25,0.9,1.5,0.45,0.4366197183098591,A,1,4,-3,5
2024-09-09,France,Belgium,False,UEFA Nations League,0.7,2036.0,1894.5,141.5,0.8006218954082238,0.19937810459177618,0.0,0.050000000000000044,0.047190047190047046,-1.6,-1.6,0.7066747563714353,0.2933252436285647,0.14666262181428236,1.806749901596689,0.5247730731049075,5,1,16,1877.32,1,84.99,86.44,82.82,84.39,1.024291977722479,1.815296119094625,1280,7.155396301896734,1.0,2.833213344056216,9,13,1734.71,9,82.71,82.46,84.06,79.53,1.0368414434804476,2.2973100211624318,600,6.398594934535208,0.1111111111111111,2.6390573296152584,2.280000000000001,3.980000000000004,-1.240000000000009,4.859999999999999,680,0.8888888888888888,0.19415601444095776,2.0,1.6,0.7,0.6825396825396826,1.5,1.2,0.6,0.6164383561643837,0.4,0.0,0.7,0.7297297297297296,1.3,0.6,0.65,0.746031746031746,H,2,0,2,2
2024-09-09,Norway,Austria,False,UEFA Nations League,0.7,1710.9,1810.3,-99.39999999999986,0.500863468551494,0.499136531448506,-0.39999999999999997,-0.14999999999999997,-0.4194386694386695,-0.3999999999999999,0.8,0.45786119648436635,0.5006028632737305,0.20536702763907602,1.3777436019476614,2.667072598146333,4,31,3,1550.94,28,82.05,84.71,81.34,77.67,1.0906398867001414,3.521065179743194,320,5.771441123130016,0.03225806451612903,1.3862943611198906,24,7,1593.45,22,78.91,78.39,79.48,78.32,1.0008937691521962,0.6504613747179809,195,5.278114659230517,0.041666666666666664,2.0794415416798357,3.1400000000000006,6.319999999999993,1.8599999999999994,-0.6499999999999915,125,-0.009408602150537633,-0.6931471805599452,2.4,1.0,0.7,0.6153846153846154,2.1,1.3,0.6,0.5559701492537314,2.0,1.8,0.3,0.19594594594594594,1.7,1.6,0.45,0.38580246913580246,H,2,1,1,3
2024-09-10,Mexico,Canada,True,Friendly,0.3,1724.0,1713.1,10.900000000000091,0.515681216549906,0.48431878345009405,0.09999999999999998,0.050000000000000044,0.19981325863678803,0.6,-0.19999999999999996,0.4956880028849314,0.3405589687271605,0.30919181815314145,1.2707226565174519,0.5186513744196701,6,15,17,1684.13,14,77.71,79.23,77.3,75.4,1.0507957559681698,1.9150195821453098,230,5.442417710521793,0.06666666666666667,2.8903717578961645,30,2,1556.48,27,78.82,80.96,76.66,78.52,1.031074885379521,2.1565095254446076,200,5.303304908059076,0.03333333333333333,1.0986122886681098,-1.1099999999999994,-1.7299999999999898,0.6400000000000006,-3.1199999999999903,30,0.03333333333333333,1.7917594692280547,0.4,2.0,0.2,0.18253968253968253,0.9,1.8,0.35,0.3451327433628319,1.0,1.8,0.3,0.38235294117647056,1.6,1.9,0.4,0.425925925925926,D,0,0,0,0
2024-09-10,United States,New Zealand,False,Friendly,0.3,1717.0,1416.7,300.29999999999995,0.9092335305135063,0.0907664694864937,0.09999999999999998,0.25,0.053306342780026994,0.6,0.19999999999999996,0.4170691378824421,0.4170691378824421,0.3743962931763369,1.0,1.0,1,16,11,1675.7,15,,,,,,,250,5.5254529391317835,0.0625,2.4849066497880004,85,2,1281.0,48,71.79,75.19,70.01,71.34,1.0539669189795347,2.690223039080585,9,2.302585092994046,0.011764705882352941,1.0986122886681098,,,,,241,0.05073529411764706,1.3862943611198906,0.4,1.6,0.2,0.19230769230769232,0.5,1.6,0.2,0.19565217391304346,1.0,1.8,0.3,0.2456140350877193,1.6,1.5,0.45,0.3814432989690722,D,1,1,0,2
