date,home_team,away_team,neutral,tournament,t_weight,elo_home,elo_away,elo_diff,elo_win_prob_h,elo_win_prob_a,diff_pts5,diff_pts10,diff_wpts5,diff_gf5,diff_ga5,h2h_wwin_rate_a,h2h_wwin_rate_b,h2h_wdraw_rate,h2h_gf_a,h2h_ga_a,h2h_n_matches,h_world_ranking,h_participations,h_elo_rating,h_elo_rank_wc,h_ea_overall,h_ea_attack,h_ea_midfield,h_ea_defense,h_ea_atk_def_ratio,h_ea_balance,h_squad_value_m,h_log_squad_value,h_rank_score,h_wc_exp,a_world_ranking,a_participations,a_elo_rating,a_elo_rank_wc,a_ea_overall,a_ea_attack,a_ea_midfield,a_ea_defense,a_ea_atk_def_ratio,a_ea_balance,a_squad_value_m,a_log_squad_value,a_rank_score,a_wc_exp,diff_ea_overall,diff_ea_attack,diff_ea_midfield,diff_ea_defense,diff_squad_value_m,diff_rank_score,diff_wc_exp,a_gf5,a_ga5,a_pts5,a_wpts5,a_gf10,a_ga10,a_pts10,a_wpts10,h_gf5,h_ga5,h_pts5,h_wpts5,h_gf10,h_ga10,h_pts10,h_wpts10,outcome,home_goals,away_goals,goal_diff,total_goals
2018-10-11,Argentina,Iraq,True,Friendly,0.3,1876.2,1616.1,260.10000000000014,0.8171648551716728,0.1828351448283272,-0.75,-0.75,-0.8846153846153846,-2.0,2.25,0.5163016774627616,0.4836983225372385,0.24184916126861924,4.0,0.0,1,3,18,1874.81,3,84.24,84.97,83.57,83.76,1.0144460362941738,0.7594076639065482,570,6.3473892096560105,0.3333333333333333,2.9444389791664403,57,1,1447.0,39,70.2,71.16,69.09,70.18,1.013964092333998,1.0354870029765348,15,2.772588722239781,0.017543859649122806,0.6931471805599453,14.039999999999992,13.810000000000002,14.47999999999999,13.579999999999998,555,0.3157894736842105,2.251291798606495,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.25,0.25,0.11538461538461538,2.0,3.25,0.25,0.11538461538461538,H,4,0,4,4
2018-10-11,Turkey,Bosnia and Herzegovina,False,Friendly,0.3,1832.2,1722.9,109.29999999999995,0.7693824820413782,0.23061751795862184,0.25,0.25,0.25,1.25,1.0,0.4836983225372385,0.4836983225372385,0.2744525161941423,0.0,0.0,1,22,2,1599.04,20,80.6,73.08,82.57,79.88,0.9148723084626941,4.891083724492965,460,6.133398042996649,0.045454545454545456,1.0986122886681098,65,1,1385.0,43,,,,,,,70,4.2626798770413155,0.015384615384615385,0.6931471805599453,,,,,390,0.03006993006993007,0.4054651081081645,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.5,2.0,1.5,0.75,0.75,2.0,1.5,0.75,0.75,D,0,0,0,0
2018-10-11,United States,Colombia,False,Friendly,0.3,1765.3,1874.0,-108.70000000000005,0.48748230977948664,0.5125176902205133,0.0,-0.08333333333333337,0.0,-0.09999999999999998,0.15000000000000002,0.3730940367637705,0.5355912432702925,0.27786173834782224,0.7393086594943379,3.102052353716076,3,16,11,1675.7,15,,,,,,,250,5.5254529391317835,0.0625,2.4849066497880004,13,6,1693.09,12,79.68,82.37,79.35,78.43,1.0502358791278847,2.0611647192788847,380,5.942799375126701,0.07692307692307693,1.9459101490553132,,,,,-130,-0.014423076923076927,0.5389965007326871,0.6,0.6,0.5,0.5,1.0,0.8333333333333334,0.5833333333333334,0.5384615384615385,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.5,A,2,4,-2,6
2018-10-12,Qatar,Ecuador,False,Friendly,0.3,1603.8,1718.0,-114.20000000000005,0.47957592835582097,0.520424071644179,,,,,,0.4643704420868939,0.5356295579131062,0.21751193092699012,0.9033033070375339,2.2258258267593836,2,55,1,1454.0,38,72.65,75.52,71.59,70.64,1.0690826727066818,2.587205699849418,18,2.9444389791664403,0.01818181818181818,0.6931471805599453,23,4,1596.48,21,79.42,73.4,81.21,78.83,0.9311175948243056,4.003028020553102,220,5.3981627015177525,0.043478260869565216,1.6094379124341003,-6.769999999999996,2.1199999999999903,-9.61999999999999,-8.189999999999998,-202,-0.025296442687747035,-0.916290731874155,,,,,,,,,,,,,,,,,H,4,3,1,7
2018-10-12,South Korea,Uruguay,False,Friendly,0.3,1746.9,1909.6,-162.69999999999982,0.410734406191355,0.5892655938086451,-0.8,-0.8333333333333334,-0.7674418604651163,-0.8999999999999999,1.4,0.41756559580825126,0.4916712560946174,0.2863516067956639,0.7042241951515468,1.0447110593068167,3,25,10,1589.65,23,80.06,83.51,76.56,79.68,1.048067269076305,3.481039116892159,210,5.351858133476067,0.04,2.3978952727983707,17,14,1673.07,16,82.26,82.38,83.75,80.54,1.0228457909113482,1.6107244746800498,270,5.602118820879701,0.058823529411764705,2.70805020110221,-2.200000000000003,1.1300000000000097,-7.189999999999998,-0.8599999999999994,-60,-0.018823529411764704,-0.3101549283038394,1.4,0.6,0.8,0.7674418604651163,1.5,0.5,0.8333333333333334,0.782608695652174,0.5,2.0,0.0,0.0,0.5,2.0,0.0,0.0,H,2,1,1,3
2018-10-12,Saudi Arabia,Brazil,False,Friendly,0.3,1633.6,2069.5,-435.9000000000001,0.12635310983008438,0.8736468901699156,-0.49999999999999994,-0.55,-0.446969696969697,-1.0,1.6,0.4836853646368863,0.5163146353631137,0.24184268231844314,0.0,2.0,1,61,6,1421.0,41,75.74,75.38,76.06,74.85,1.0070808283233132,0.6065476073648342,55,4.02535169073515,0.01639344262295082,1.9459101490553132,6,22,1761.16,6,85.24,85.72,84.39,84.78,1.0110875206416607,0.6836909633257792,1000,6.90875477931522,0.16666666666666666,3.1354942159291497,-9.5,-10.340000000000003,-8.329999999999998,-9.930000000000007,-945,-0.15027322404371585,-1.1895840668738364,1.8,0.6,0.7,0.5833333333333334,1.6666666666666667,0.5,0.75,0.6153846153846154,0.8,2.2,0.2,0.13636363636363635,0.8,2.2,0.2,0.13636363636363635,A,0,2,-2,2
2018-10-12,Croatia,England,False,UEFA Nations League,0.7,1907.1,1884.7,22.399999999999864,0.669204877344767,0.33079512265523303,0.39999999999999997,0.1428571428571429,0.36140661938534285,1.0,0.0,0.45217377045563084,0.5191170081291272,0.24149715567806074,0.556210020063378,1.0059514973727706,4,11,6,1717.07,11,80.81,78.83,81.31,81.29,0.9697379751506949,1.4260902262246042,340,5.831882477283517,0.09090909090909091,1.9459101490553132,4,16,1825.97,4,84.06,85.32,85.54,81.18,1.0509977827050996,2.456203031781639,1300,7.170888478512505,0.25,2.833213344056216,-3.25,-6.489999999999995,-4.230000000000004,0.10999999999999943,-960,-0.1590909090909091,-0.8873031950009029,1.0,1.4,0.3,0.3191489361702127,1.5555555555555556,1.1111111111111112,0.5,0.475,2.0,1.4,0.7,0.6805555555555556,1.5714285714285714,1.2857142857142858,0.6428571428571429,0.6547619047619049,D,0,0,0,0
2018-10-12,Belgium,Switzerland,False,UEFA Nations League,0.7,2043.9,1864.1,179.80000000000018,0.8335027588527071,0.16649724114729292,0.20000000000000007,0.25,0.3689655172413793,-0.3999999999999999,0.20000000000000007,0.5273871150948268,0.4726128849051732,0.22094186212558098,2.0,2.057506189378476,3,9,13,1734.71,9,82.71,82.46,84.06,79.53,1.0368414434804476,2.2973100211624318,600,6.398594934535208,0.1111111111111111,2.6390573296152584,19,12,1650.75,18,79.03,79.12,77.93,79.65,0.9933458882611425,0.8808518604169482,280,5.638354669333745,0.05263157894736842,2.5649493574615367,3.6799999999999926,3.339999999999989,6.1299999999999955,-0.12000000000000455,320,0.05847953216374269,0.07410797215372167,2.0,0.6,0.6,0.4310344827586207,2.0,0.6,0.6,0.4310344827586207,1.6,0.8,0.8,0.8,2.3,0.6,0.85,0.8544303797468354,H,2,1,1,3
2018-10-12,Japan,Panama,False,Kirin Challenge Cup,0.45,1775.8,1561.2,214.5999999999999,0.8594806579553862,0.1405193420446138,0.5,0.5,0.6206896551724138,1.35,-2.2,0.5441501315164268,0.45584986848357323,0.22792493424178661,1.6965210608648935,0.0,2,18,7,1661.58,17,76.86,73.58,78.41,76.46,0.9623332461417735,2.4298765400735887,290,5.673323267171493,0.05555555555555555,2.0794415416798357,33,1,1540.64,29,71.68,71.04,71.68,72.16,0.984478935698448,0.5619015334854749,55,4.02535169073515,0.030303030303030304,0.6931471805599453,5.179999999999993,2.539999999999992,6.72999999999999,4.299999999999997,235,0.02525252525252525,1.3862943611198904,0.25,4.0,0.0,0.0,0.25,4.0,0.0,0.0,1.6,1.8,0.5,0.6206896551724138,1.6,1.8,0.5,0.6206896551724138,H,3,0,3,3
2018-10-13,Netherlands,Germany,False,UEFA Nations League,0.7,1886.3,1884.7,1.599999999999909,0.6421841457808726,0.3578158542191274,0.09999999999999998,0.14285714285714285,0.1388888888888889,0.5,-0.8999999999999999,0.3170165619360443,0.5025773991226101,0.31753520923208384,1.3253920500136205,1.600675813937839,8,7,10,1757.87,7,83.2,80.93,83.63,84.01,0.963337697893108,1.6793252613276926,720,6.580639137284949,0.14285714285714285,2.3978952727983707,10,20,1731.3,10,83.78,84.42,84.51,82.18,1.0272572402044293,1.3200126262022376,850,6.7464121285733745,0.1,3.044522437723423,-0.5799999999999983,-3.489999999999995,-0.8800000000000097,1.8299999999999983,-130,0.042857142857142844,-0.6466271649250523,1.0,1.4,0.4,0.3611111111111111,0.8571428571428571,1.2857142857142858,0.35714285714285715,0.3452380952380953,1.5,0.5,0.5,0.5,1.5,0.5,0.5,0.5,H,3,0,3,3
2018-10-14,Scotland,Portugal,False,Friendly,0.3,1615.9,1914.5,-298.5999999999999,0.24172718150622216,0.7582728184937778,-0.6,-0.5555555555555556,-0.5348837209302325,-1.8,-0.19999999999999996,0.34796113473702095,0.5096245285075496,0.31639490412394,0.5316515401864588,1.140625237933964,3,43,7,1499.92,34,77.5,73.76,79.29,77.16,0.9559357179885952,2.7891994072373767,135,4.912654885736052,0.023255813953488372,2.0794415416798357,5,8,1763.83,5,83.74,82.45,86.12,82.24,1.0025535019455254,2.182025053323941,850,6.7464121285733745,0.2,2.1972245773362196,-6.239999999999995,-8.689999999999998,-6.829999999999998,-5.079999999999998,-715,-0.17674418604651165,-0.11778303565638382,1.8,1.2,0.6,0.5348837209302325,1.4444444444444444,1.3333333333333333,0.5555555555555556,0.5272727272727272,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,A,1,3,-2,4
2018-10-15,Spain,England,False,UEFA Nations League,0.7,2078.8,1893.1,185.70000000000027,0.8381627919497784,0.16183720805022161,0.4,0.19999999999999996,0.425,0.8,0.0,0.5750591373459206,0.4249408626540794,0.19901201822431303,2.0,1.2639526538221235,3,2,16,1876.4,2,84.31,84.06,85.96,81.55,1.030778663396689,2.2120201927951126,920,6.825460036255307,0.5,2.833213344056216,4,16,1825.97,4,84.06,85.32,85.54,81.18,1.0509977827050996,2.456203031781639,1300,7.170888478512505,0.25,2.833213344056216,0.25,-1.259999999999991,0.4199999999999875,0.36999999999999034,-380,0.25,0.0,1.0,1.2,0.4,0.325,1.5,1.0,0.55,0.49397590361445776,1.8,1.2,0.8,0.75,2.125,1.125,0.75,0.7346938775510204,A,2,3,-1,5
2018-10-15,Croatia,Jordan,False,Friendly,0.3,1898.6,1536.0,362.5999999999999,0.9348040545924602,0.06519594540753981,0.5,0.5625,0.5375,1.6,2.4,0.5163535688063982,0.4836464311936018,0.2418232155968009,2.0,1.0,1,11,6,1717.07,11,80.81,78.83,81.31,81.29,0.9697379751506949,1.4260902262246042,340,5.831882477283517,0.09090909090909091,1.9459101490553132,63,0,1391.0,42,70.24,72.37,69.09,67.57,1.0710374426520648,2.453188401516149,20,3.044522437723423,0.015873015873015872,0.0,10.570000000000007,6.459999999999994,12.219999999999999,13.720000000000013,320,0.07503607503607504,1.9459101490553132,,,,,,,,,1.6,2.4,0.5,0.5375,1.375,1.875,0.5625,0.5612244897959184,H,2,1,1,3
2018-10-15,Saudi Arabia,Iraq,False,Friendly,0.3,1629.8,1609.3,20.5,0.6667792302059911,0.33322076979400894,-0.09999999999999998,-0.16666666666666669,-0.051724137931034475,-2.0,-0.3999999999999999,0.42815157283261523,0.3869935561553704,0.33404386541561293,1.0569711603749496,0.8942963805296045,5,61,6,1421.0,41,75.74,75.38,76.06,74.85,1.0070808283233132,0.6065476073648342,55,4.02535169073515,0.01639344262295082,1.9459101490553132,57,1,1447.0,39,70.2,71.16,69.09,70.18,1.013964092333998,1.0354870029765348,15,2.772588722239781,0.017543859649122806,0.6931471805599453,5.539999999999992,4.219999999999999,6.969999999999999,4.6699999999999875,40,-0.0011504170261719855,1.252762968495368,3.0,2.0,0.5,0.5,3.0,2.0,0.5,0.5,1.0,1.6,0.4,0.4482758620689655,1.0,2.0,0.3333333333333333,0.40625,D,1,1,0,2
2018-10-16,Argentina,Brazil,True,Superclásico de las Américas,0.45,1883.1,2073.3,-190.20000000000027,0.25070060496745583,0.7492993950325442,-0.39999999999999997,-0.4857142857142857,-0.42816091954022995,-0.19999999999999996,2.0,0.6051900209500378,0.3438096986974668,0.20030003166959748,1.8000448108907503,0.5206055765356633,7,3,18,1874.81,3,84.24,84.97,83.57,83.76,1.0144460362941738,0.7594076639065482,570,6.3473892096560105,0.3333333333333333,2.9444389791664403,6,22,1761.16,6,85.24,85.72,84.39,84.78,1.0110875206416607,0.6836909633257792,1000,6.90875477931522,0.16666666666666666,3.1354942159291497,-1.0,-0.75,-0.8200000000000074,-1.019999999999996,-430,0.16666666666666666,-0.1910552367627094,1.8,0.6,0.7,0.5833333333333334,1.7142857142857142,0.42857142857142855,0.7857142857142857,0.642857142857143,1.6,2.6,0.3,0.15517241379310343,1.6,2.6,0.3,0.15517241379310343,A,0,1,-1,1
2018-10-16,Uzbekistan,Qatar,False,Friendly,0.3,1482.6,1614.2,-131.60000000000014,0.4546489278574164,0.5453510721425836,-0.875,-0.875,-0.875,-2.75,-0.25,0.471944427637254,0.4279754842285323,0.2508295505937413,2.1258417735875916,1.2078266222666816,4,50,0,1465.34,37,72.62,72.67,74.08,70.68,1.02815506508206,1.7082251998297293,40,3.713572066704308,0.02,0.0,55,1,1454.0,38,72.65,75.52,71.59,70.64,1.0690826727066818,2.587205699849418,18,2.9444389791664403,0.01818181818181818,0.6931471805599453,-0.030000000000001137,-2.8499999999999943,2.489999999999995,0.04000000000000625,22,0.0018181818181818195,-0.6931471805599453,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.25,1.75,0.125,0.125,0.25,1.75,0.125,0.125,H,2,0,2,2
2018-10-16,South Korea,Panama,False,Friendly,0.3,1758.7,1552.6,206.10000000000014,0.8534666278570486,0.14653337214295137,0.2,0.2,0.2777777777777778,0.4,-2.0,0.4836334334414472,0.4836334334414472,0.2745498498378291,2.0,2.0,1,25,10,1589.65,23,80.06,83.51,76.56,79.68,1.048067269076305,3.481039116892159,210,5.351858133476067,0.04,2.3978952727983707,33,1,1540.64,29,71.68,71.04,71.68,72.16,0.984478935698448,0.5619015334854749,55,4.02535169073515,0.030303030303030304,0.6931471805599453,8.379999999999995,12.469999999999999,4.8799999999999955,7.52000000000001,155,0.009696969696969697,1.7047480922384253,0.4,3.6,0.0,0.0,0.4,3.6,0.0,0.0,0.8,1.6,0.2,0.2777777777777778,0.8,1.6,0.2,0.2777777777777778,D,2,2,0,4
2018-10-16,France,Germany,False,UEFA Nations League,0.7,2096.7,1853.4,243.29999999999973,0.8782748184370527,0.12172518156294732,0.4,0.375,0.5130319148936169,1.4000000000000001,0.0,0.5013202101367101,0.4795350197742455,0.1653009894903818,1.1079821578361368,0.9490923831918627,6,1,16,1877.32,1,84.99,86.44,82.82,84.39,1.024291977722479,1.815296119094625,1280,7.155396301896734,1.0,2.833213344056216,10,20,1731.3,10,83.78,84.42,84.51,82.18,1.0272572402044293,1.3200126262022376,850,6.7464121285733745,0.1,3.044522437723423,1.2099999999999937,2.019999999999996,-1.690000000000012,2.2099999999999937,430,0.9,-0.21130909366720685,0.8,1.0,0.5,0.4125,0.75,1.125,0.375,0.3673469387755102,2.2,1.0,0.9,0.9255319148936169,2.0,1.25,0.75,0.873015873015873,H,2,1,1,3
2018-10-16,Belgium,Netherlands,False,Friendly,0.3,2052.2,1917.6,134.5999999999999,0.7942058287210625,0.2057941712789375,0.46666666666666673,0.5166666666666666,0.5366726296958855,0.8666666666666669,-0.19999999999999996,0.40165861949372905,0.5711564421822898,0.22801424807084578,0.5489501703959518,2.2321989446138875,3,9,13,1734.71,9,82.71,82.46,84.06,79.53,1.0368414434804476,2.2973100211624318,600,6.398594934535208,0.1111111111111111,2.6390573296152584,7,10,1757.87,7,83.2,80.93,83.63,84.01,0.963337697893108,1.6793252613276926,720,6.580639137284949,0.14285714285714285,2.3978952727983707,-0.4900000000000091,1.529999999999987,0.4300000000000068,-4.480000000000004,-120,-0.031746031746031744,0.24116205681688774,1.3333333333333333,1.0,0.3333333333333333,0.23076923076923078,1.3333333333333333,1.0,0.3333333333333333,0.23076923076923078,2.2,0.8,0.8,0.7674418604651163,2.3,0.6,0.85,0.8544303797468356,D,1,1,0,2
2018-10-16,Japan,Uruguay,False,Kirin Challenge Cup,0.45,1784.4,1897.8,-113.39999999999986,0.48072540597335217,0.5192745940266479,-0.30000000000000004,-0.4404761904761904,-0.2674418604651163,0.3999999999999999,1.2,0.44363883156843537,0.41551600203198813,0.34860316741557057,1.7031904297002747,1.5367516352963013,3,18,7,1661.58,17,76.86,73.58,78.41,76.46,0.9623332461417735,2.4298765400735887,290,5.673323267171493,0.05555555555555555,2.0794415416798357,17,14,1673.07,16,82.26,82.38,83.75,80.54,1.0228457909113482,1.6107244746800498,270,5.602118820879701,0.058823529411764705,2.70805020110221,-5.400000000000006,-8.799999999999997,-5.340000000000003,-4.0800000000000125,20,-0.0032679738562091526,-0.6286086594223743,1.6,0.8,0.8,0.7674418604651163,1.8571428571428572,0.5714285714285714,0.8571428571428571,0.7959183673469387,2.0,2.0,0.5,0.5,1.6666666666666667,2.0,0.4166666666666667,0.46153846153846156,H,4,3,1,7
2018-11-14,Switzerland,Qatar,False,Friendly,0.3,1855.8,1597.9,257.89999999999986,0.8869780323488637,0.11302196765113626,-0.6,-0.5,-0.6724137931034483,-2.7,-1.7,0.4832521280533589,0.5167478719466412,0.24162606402667944,0.0,1.0,1,19,12,1650.75,18,79.03,79.12,77.93,79.65,0.9933458882611425,0.8808518604169482,280,5.638354669333745,0.05263157894736842,2.5649493574615367,55,1,1454.0,38,72.65,75.52,71.59,70.64,1.0690826727066818,2.587205699849418,18,2.9444389791664403,0.01818181818181818,0.6931471805599453,6.3799999999999955,3.6000000000000085,6.340000000000003,9.010000000000005,262,0.03444976076555024,1.8718021769015913,3.5,2.5,1.0,1.0,3.5,2.5,1.0,1.0,0.8,0.8,0.4,0.3275862068965517,1.6666666666666667,0.6666666666666666,0.5,0.39062500000000006,A,0,1,-1,1
2018-11-15,Austria,Bosnia and Herzegovina,False,UEFA Nations League,0.7,1722.6,1728.3,-5.7000000000000455,0.6324715330177967,0.3675284669822033,0.06666666666666665,0.06666666666666665,-0.01754385964912264,0.5333333333333332,0.9333333333333332,0.4742437062927322,0.3290000632015365,0.3511056680368328,1.323649846241578,0.9440293836373382,4,24,7,1593.45,22,78.91,78.39,79.48,78.32,1.0008937691521962,0.6504613747179809,195,5.278114659230517,0.041666666666666664,2.0794415416798357,65,1,1385.0,43,,,,,,,70,4.2626798770413155,0.015384615384615385,0.6931471805599453,,,,,125,0.02628205128205128,1.3862943611198904,0.8,0.4,0.6,0.6842105263157894,0.8,0.4,0.6,0.6842105263157894,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666667,D,0,0,0,0
2018-11-15,Croatia,Spain,False,UEFA Nations League,0.7,1899.9,2036.9,-137.0,0.4469531048305375,0.5530468951694625,-0.4,-0.2222222222222222,-0.36732186732186733,-1.7999999999999998,1.2,0.36468481324691954,0.5416003773846314,0.2642286474142548,0.7127126674408887,2.579281162614069,5,11,6,1717.07,11,80.81,78.83,81.31,81.29,0.9697379751506949,1.4260902262246042,340,5.831882477283517,0.09090909090909091,1.9459101490553132,2,16,1876.4,2,84.31,84.06,85.96,81.55,1.030778663396689,2.2120201927951126,920,6.825460036255307,0.5,2.833213344056216,-3.5,-5.230000000000004,-4.6499999999999915,-0.2599999999999909,-580,-0.40909090909090906,-0.8873031950009029,2.8,1.2,0.8,0.7727272727272727,2.5555555555555554,1.0,0.7777777777777778,0.7678571428571429,1.0,2.4,0.4,0.4054054054054054,1.2222222222222223,1.6666666666666667,0.5555555555555556,0.5535714285714286,H,3,2,1,5
2018-11-15,England,United States,False,Friendly,0.3,1935.1,1750.7,184.39999999999986,0.8371451284574081,0.16285487154259193,-0.3,-0.09999999999999998,-0.4243243243243243,0.0,0.6,0.4646230253220314,0.4344828872184048,0.31813553106876624,0.6900518847060702,0.0,2,4,16,1825.97,4,84.06,85.32,85.54,81.18,1.0509977827050996,2.456203031781639,1300,7.170888478512505,0.25,2.833213344056216,16,11,1675.7,15,,,,,,,250,5.5254529391317835,0.0625,2.4849066497880004,,,,,1050,0.1875,0.3483066942682158,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.2,0.3,0.17567567567567563,1.4,1.0,0.5,0.47701149425287354,H,3,0,3,3
2018-11-16,Egypt,Tunisia,False,African Cup of Nations qualification,0.85,1632.1,1699.3,-67.20000000000005,0.5470632604530102,0.45293673954698976,-0.07500000000000001,-0.20833333333333331,-0.024500907441016337,-1.15,-0.8999999999999999,0.42115754735287647,0.5788424526471236,0.19690801354587276,0.9331280827241041,2.222526242930743,3,29,3,1565.56,25,80.93,86.04,70.5,73.27,1.174286884127201,8.288922326414538,115,4.7535901911063645,0.034482758620689655,1.3862943611198906,44,6,1483.05,35,72.99,70.78,75.39,71.78,0.9860685427695737,2.42501546386822,80,4.394449154672439,0.022727272727272728,1.9459101490553132,7.940000000000012,15.260000000000005,-4.890000000000001,1.4899999999999949,35,0.011755485893416927,-0.5596157879354227,1.4,2.4,0.2,0.10344827586206896,1.3333333333333333,2.0,0.3333333333333333,0.18749999999999997,0.25,1.5,0.125,0.07894736842105263,0.25,1.5,0.125,0.07894736842105263,H,3,2,1,5
2018-11-16,Brazil,Uruguay,True,Friendly,0.3,2082.0,1879.6,202.4000000000001,0.7622596360689361,0.2377403639310639,0.09999999999999998,0.0625,-0.05555555555555558,0.0,-0.6,0.3933071535448259,0.3763303763029415,0.37471458895256066,0.9625199960655055,0.8160399097644911,6,6,22,1761.16,6,85.24,85.72,84.39,84.78,1.0110875206416607,0.6836909633257792,1000,6.90875477931522,0.16666666666666666,3.1354942159291497,17,14,1673.07,16,82.26,82.38,83.75,80.54,1.0228457909113482,1.6107244746800498,270,5.602118820879701,0.058823529411764705,2.70805020110221,2.9799999999999898,3.3400000000000034,0.6400000000000006,4.239999999999995,730,0.10784313725490195,0.4274440148269396,1.6,1.2,0.6,0.638888888888889,1.75,0.75,0.75,0.75,1.6,0.6,0.7,0.5833333333333334,1.75,0.375,0.8125,0.6666666666666669,H,1,0,1,1
2018-11-16,Netherlands,France,False,UEFA Nations League,0.7,1923.5,2102.8,-179.30000000000018,0.3878194178035087,0.6121805821964913,-0.4,-0.2777777777777778,-0.4204545454545452,-0.050000000000000044,0.15000000000000002,0.3488305557574917,0.5298004015637491,0.28446129219449473,0.4757494343157121,1.6519738711130678,5,7,10,1757.87,7,83.2,80.93,83.63,84.01,0.963337697893108,1.6793252613276926,720,6.580639137284949,0.14285714285714285,2.3978952727983707,1,16,1877.32,1,84.99,86.44,82.82,84.39,1.024291977722479,1.815296119094625,1280,7.155396301896734,1.0,2.833213344056216,-1.789999999999992,-5.509999999999991,0.8100000000000023,-0.37999999999999545,-560,-0.8571428571428572,-0.4353180712578455,1.8,0.6,0.9,0.9204545454545453,2.0,1.2222222222222223,0.7777777777777778,0.8857142857142858,1.75,0.75,0.5,0.5000000000000001,1.75,0.75,0.5,0.5000000000000001,H,2,0,2,2
2018-11-16,Argentina,Mexico,False,Friendly,0.3,1874.3,1784.9,89.39999999999986,0.748433321901925,0.251566678098075,0.09999999999999998,-0.08333333333333331,-0.20649558941459495,1.4000000000000001,-0.6000000000000001,0.5935241393567133,0.4064758606432867,0.20323793032164336,2.385425021302653,0.0,4,3,18,1874.81,3,84.24,84.97,83.57,83.76,1.0144460362941738,0.7594076639065482,570,6.3473892096560105,0.3333333333333333,2.9444389791664403,15,17,1684.13,14,77.71,79.23,77.3,75.4,1.0507957559681698,1.9150195821453098,230,5.442417710521793,0.06666666666666667,2.8903717578961645,6.530000000000001,5.739999999999995,6.269999999999996,8.36,340,0.26666666666666666,0.054067221270275745,0.8,2.0,0.4,0.46511627906976744,0.75,1.375,0.5,0.5,2.2,1.4,0.5,0.2586206896551725,2.0,2.1666666666666665,0.4166666666666667,0.23437500000000003,H,2,0,2,2
2018-11-17,Turkey,Sweden,False,UEFA Nations League,0.7,1826.8,1787.6,39.200000000000045,0.6902524121551514,0.30974758784484857,0.43333333333333335,0.33333333333333337,0.41949910554561726,1.3333333333333335,0.4666666666666668,0.4991161330173838,0.5008838669826162,0.23417076798882355,1.4581217688581416,1.4860405896193805,2,22,2,1599.04,20,80.6,73.08,82.57,79.88,0.9148723084626941,4.891083724492965,460,6.133398042996649,0.045454545454545456,1.0986122886681098,38,12,1514.77,31,79.87,84.25,74.43,75.32,1.1185608072225173,5.430920732251576,140,4.948759890378168,0.02631578947368421,2.5649493574615367,0.7299999999999898,-11.170000000000002,8.139999999999986,4.560000000000002,320,0.019138755980861247,-1.466337068793427,1.0,1.2,0.4,0.46511627906976744,1.0,1.0,0.5,0.5660377358490566,2.3333333333333335,1.6666666666666667,0.8333333333333334,0.8846153846153847,2.3333333333333335,1.6666666666666667,0.8333333333333334,0.8846153846153847,A,0,1,-1,1
2018-11-17,Australia,South Korea,False,Friendly,0.3,1736.3,1751.7,-15.400000000000091,0.6193986879658221,0.3806013120341779,0.09999999999999998,0.16666666666666669,0.13888888888888884,0.6666666666666667,0.1333333333333333,0.40270983125809096,0.5693082034003136,0.22933688097064084,0.8302402638810389,1.686433516994692,3,27,6,1578.66,24,73.3,73.31,72.57,72.76,1.0075590984057174,0.3843175770115159,120,4.795790545596741,0.037037037037037035,1.9459101490553132,25,10,1589.65,23,80.06,83.51,76.56,79.68,1.048067269076305,3.481039116892159,210,5.351858133476067,0.04,2.3978952727983707,-6.760000000000005,-10.200000000000003,-3.990000000000009,-6.920000000000002,-90,-0.002962962962962966,-0.45198512374305744,1.0,1.2,0.4,0.36111111111111116,1.0,1.5,0.3333333333333333,0.33333333333333337,1.6666666666666667,1.3333333333333333,0.5,0.5,1.6666666666666667,1.3333333333333333,0.5,0.5,D,1,1,0,2
2018-11-18,Switzerland,Belgium,False,UEFA Nations League,0.7,1838.1,2046.3,-208.20000000000005,0.3491337076626628,0.6508662923373372,-0.5,-0.4714285714285715,-0.5075757575757576,-1.2,0.4,0.4726128849051732,0.5273871150948268,0.22094186212558098,2.057506189378476,2.0,3,19,12,1650.75,18,79.03,79.12,77.93,79.65,0.9933458882611425,0.8808518604169482,280,5.638354669333745,0.05263157894736842,2.5649493574615367,9,13,1734.71,9,82.71,82.46,84.06,79.53,1.0368414434804476,2.2973100211624318,600,6.398594934535208,0.1111111111111111,2.6390573296152584,-3.6799999999999926,-3.339999999999989,-6.1299999999999955,0.12000000000000455,-320,-0.05847953216374269,-0.07410797215372167,2.0,0.6,0.8,0.75,2.5,0.7,0.9,0.8795180722891567,0.8,1.0,0.3,0.24242424242424246,1.5714285714285714,0.8571428571428571,0.42857142857142855,0.32051282051282054,H,5,2,3,7
